FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.3075081,3075081,POINT (16.34203502655545 48.21715488093584),Alser Straße,Alser Straße,N43,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Alser%20Straße!start|1,
OEFFHALTESTOGD.3075082,3075082,POINT (16.34203502655545 48.21715488093584),Alser Straße,Alser Straße,N43,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Alser%20Straße!start|1,
OEFFHALTESTOGD.3075083,3075083,POINT (16.324077625692574 48.180384281106704),Aichholzgasse,Aichholzgasse,9A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Aichholzgasse!start|1,
OEFFHALTESTOGD.3075084,3075084,POINT (16.324562726473953 48.18025858084446),Aichholzgasse,Aichholzgasse,9A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Aichholzgasse!start|1,
OEFFHALTESTOGD.3075085,3075085,POINT (16.355159425528406 48.225623681040894),Nußdorfer Straße/Alserbachstraße,Nußdorfer Straße/Alserbachstraße,"38, 37",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße/Alserbachstraße!start|1,
OEFFHALTESTOGD.3075086,3075086,POINT (16.355366026249353 48.224785881247804),Nußdorfer Straße/Alserbachstraße,Nußdorfer Straße/Alserbachstraße,40A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße/Alserbachstraße!start|1,
OEFFHALTESTOGD.3075087,3075087,POINT (16.354907826075923 48.224785881447595),Nußdorfer Straße/Alserbachstraße,Nußdorfer Straße/Alserbachstraße,"33, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße/Alserbachstraße!start|1,
OEFFHALTESTOGD.3075088,3075088,POINT (16.3546922256743 48.22516888171334),Nußdorfer Straße/Alserbachstraße,Nußdorfer Straße/Alserbachstraße,"38, 37",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße/Alserbachstraße!start|1,
OEFFHALTESTOGD.3075089,3075089,POINT (16.35569832554069 48.225031181083445),Nußdorfer Straße/Alserbachstraße,Nußdorfer Straße/Alserbachstraße,"40A, N38",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße/Alserbachstraße!start|1,
OEFFHALTESTOGD.3075090,3075090,POINT (16.35569832554069 48.225031181083445),Nußdorfer Straße/Alserbachstraße,Nußdorfer Straße/Alserbachstraße,"40A, N38",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße/Alserbachstraße!start|1,
OEFFHALTESTOGD.3075091,3075091,POINT (16.35569832554069 48.225031181083445),Nußdorfer Straße/Alserbachstraße,Nußdorfer Straße/Alserbachstraße,"40A, N38",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße/Alserbachstraße!start|1,
OEFFHALTESTOGD.3075092,3075092,POINT (16.354934825824373 48.22471998120484),Nußdorfer Straße/Alserbachstraße,Nußdorfer Straße/Alserbachstraße,"33, 5",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße/Alserbachstraße!start|1,
OEFFHALTESTOGD.3075093,3075093,POINT (16.357180626785205 48.2244087808884),Nußdorfer Straße/Alserbachstraße,Nußdorfer Straße/Alserbachstraße,40A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Nußdorfer%20Straße/Alserbachstraße!start|1,
OEFFHALTESTOGD.3075094,3075094,POINT (16.349189958107974 48.16803177671332),Altdorferstraße,Altdorferstraße,"G1, 209, 7860, 309, 303, 7940, 311",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Altdorferstraße!start|1,
OEFFHALTESTOGD.3075095,3075095,POINT (16.34907315742957 48.16843317631755),Altdorferstraße,Altdorferstraße,"G1, 209, 7860, 309, 303, 7940, 311",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Altdorferstraße!start|1,
OEFFHALTESTOGD.3075096,3075096,POINT (16.349742525957165 48.168558981589165),Altdorferstraße,Altdorferstraße,"15A, 65A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Altdorferstraße!start|1,
OEFFHALTESTOGD.3075097,3075097,POINT (16.42503932659155 48.23637688114111),Alte Donau,Alte Donau,N25,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Alte%20Donau!start|1,
OEFFHALTESTOGD.3075098,3075098,POINT (16.42503932659155 48.23637688114111),Alte Donau,Alte Donau,N25,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Alte%20Donau!start|1,
OEFFHALTESTOGD.3075099,3075099,POINT (16.423664925526204 48.23795038159185),Alte Donau,Alte Donau,20A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Alte%20Donau!start|1,
OEFFHALTESTOGD.3075100,3075100,POINT (16.42565022597845 48.23714268149889),Alte Donau,Alte Donau,N25,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Alte%20Donau!start|1,
OEFFHALTESTOGD.3075101,3075101,POINT (16.42565022597845 48.23714268149889),Alte Donau,Alte Donau,N25,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Alte%20Donau!start|1,
OEFFHALTESTOGD.3075102,3075102,POINT (16.423772726673846 48.23802818126032),Alte Donau,Alte Donau,20A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Alte%20Donau!start|1,
OEFFHALTESTOGD.3075103,3075103,POINT (16.323520725782544 48.17764088135123),Ratschkygasse,Ratschkygasse,9A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ratschkygasse!start|1,
OEFFHALTESTOGD.3075104,3075104,POINT (16.383716825545726 48.16062598081969),Altes Landgut,Altes Landgut,N67,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075105,3075105,POINT (16.383716825545726 48.16062598081969),Altes Landgut,Altes Landgut,N67,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075106,3075106,POINT (16.383716825545726 48.16062598081969),Altes Landgut,Altes Landgut,N67,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075107,3075107,POINT (16.383123925877882 48.16144688081066),Altes Landgut,Altes Landgut,N67,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075108,3075108,POINT (16.383123925877882 48.16144688081066),Altes Landgut,Altes Landgut,N67,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075109,3075109,POINT (16.383564126084202 48.1608536813054),Altes Landgut,Altes Landgut,N67,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075110,3075110,POINT (16.383564126084202 48.1608536813054),Altes Landgut,Altes Landgut,N67,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075111,3075111,POINT (16.383564126084202 48.1608536813054),Altes Landgut,Altes Landgut,N67,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075112,3075112,POINT (16.383788726142175 48.16074578129051),Altes Landgut,Altes Landgut,N67,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075113,3075113,POINT (16.383788726142175 48.16074578129051),Altes Landgut,Altes Landgut,N67,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Altes%20Landgut!start|1,
OEFFHALTESTOGD.3075114,3075114,POINT (16.359228726739588 48.228956980888434),Althanstraße,Althanstraße,"33, D",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Althanstraße!start|1,
OEFFHALTESTOGD.3075115,3075115,POINT (16.359749726684367 48.22874158083174),Althanstraße,Althanstraße,"33, D",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Althanstraße!start|1,
OEFFHALTESTOGD.3075116,3075116,POINT (16.3162803256564 48.165311681283896),Breitenfurter Straße/Altmannsdorfer Straße,Breitenfurter Straße/Altmannsdorfer Straße,62,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Straße/Altmannsdorfer%20Straße!start|1,
OEFFHALTESTOGD.3075117,3075117,POINT (16.316837225974396 48.165407480884824),Breitenfurter Straße/Altmannsdorfer Straße,Breitenfurter Straße/Altmannsdorfer Straße,N8,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Straße/Altmannsdorfer%20Straße!start|1,
OEFFHALTESTOGD.3075118,3075118,POINT (16.316837225974396 48.165407480884824),Breitenfurter Straße/Altmannsdorfer Straße,Breitenfurter Straße/Altmannsdorfer Straße,N8,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Straße/Altmannsdorfer%20Straße!start|1,
OEFFHALTESTOGD.3075119,3075119,POINT (16.3165857259439 48.16523378160705),Breitenfurter Straße/Altmannsdorfer Straße,Breitenfurter Straße/Altmannsdorfer Straße,"N8, 64B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Straße/Altmannsdorfer%20Straße!start|1,
OEFFHALTESTOGD.3075120,3075120,POINT (16.3165857259439 48.16523378160705),Breitenfurter Straße/Altmannsdorfer Straße,Breitenfurter Straße/Altmannsdorfer Straße,"N8, 64B",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Straße/Altmannsdorfer%20Straße!start|1,
OEFFHALTESTOGD.3075121,3075121,POINT (16.3165857259439 48.16523378160705),Breitenfurter Straße/Altmannsdorfer Straße,Breitenfurter Straße/Altmannsdorfer Straße,"N8, 64B",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Breitenfurter%20Straße/Altmannsdorfer%20Straße!start|1,
OEFFHALTESTOGD.3075785,3075785,POINT (16.334363425852754 48.240732481750534),Rodlergasse,Rodlergasse,"N35, 35A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3075786,3075786,POINT (16.334363425852754 48.240732481750534),Rodlergasse,Rodlergasse,"N35, 35A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3075787,3075787,POINT (16.334363425852754 48.240732481750534),Rodlergasse,Rodlergasse,"N35, 35A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3075788,3075788,POINT (16.334363425852754 48.240732481750534),Rodlergasse,Rodlergasse,"N35, 35A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3075789,3075789,POINT (16.334363425852754 48.240732481750534),Rodlergasse,Rodlergasse,"N35, 35A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Rodlergasse!start|1,
OEFFHALTESTOGD.3075790,3075790,POINT (16.27278382603453 48.18767948130128),Rohrbacherstraße,Rohrbacherstraße,"54B, 53A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rohrbacherstraße!start|1,
OEFFHALTESTOGD.3075791,3075791,POINT (16.273709125478252 48.187697381317115),Rohrbacherstraße,Rohrbacherstraße,"N54, 54A, 53A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rohrbacherstraße!start|1,
OEFFHALTESTOGD.3075792,3075792,POINT (16.273709125478252 48.187697381317115),Rohrbacherstraße,Rohrbacherstraße,"N54, 54A, 53A",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Rohrbacherstraße!start|1,
OEFFHALTESTOGD.3075793,3075793,POINT (16.273709125478252 48.187697381317115),Rohrbacherstraße,Rohrbacherstraße,"N54, 54A, 53A",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Rohrbacherstraße!start|1,
OEFFHALTESTOGD.3075794,3075794,POINT (16.294913833136913 48.26391059580234),Sieveringer Str./Rohrerwiese,Sieveringer Str./Rohrerwiese,415,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Sieveringer%20Str./Rohrerwiese!start|1,
OEFFHALTESTOGD.3075795,3075795,POINT (16.2949318330449 48.264006295480726),Sieveringer Str./Rohrerwiese,Sieveringer Str./Rohrerwiese,415,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Sieveringer%20Str./Rohrerwiese!start|1,
OEFFHALTESTOGD.3075796,3075796,POINT (16.429423125539266 48.17151858120532),Rohrhofergasse,Rohrhofergasse,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rohrhofergasse!start|1,
OEFFHALTESTOGD.3075797,3075797,POINT (16.429315325484918 48.1714825813116),Rohrhofergasse,Rohrhofergasse,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rohrhofergasse!start|1,
OEFFHALTESTOGD.3075798,3075798,POINT (16.32458072659392 48.18145648168867),Rosasgasse,Rosasgasse,63A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rosasgasse!start|1,
OEFFHALTESTOGD.3075799,3075799,POINT (16.324526826075907 48.18186978138762),Rosasgasse,Rosasgasse,63A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Rosasgasse!start|1,
OEFFHALTESTOGD.3075800,3075800,POINT (16.53396002635866 48.230494881162095),Krautackergasse,Krautackergasse,99B,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Krautackergasse!start|1,
OEFFHALTESTOGD.3075801,3075801,POINT (16.533969026080754 48.230668481010014),Krautackergasse,Krautackergasse,99A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Krautackergasse!start|1,
OEFFHALTESTOGD.3075802,3075802,POINT (16.406215162672 48.3016429567583),Pfarrer-Matz-Gasse,Pfarrer-Matz-Gasse,510,,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfarrer-Matz-Gasse!start|1,
OEFFHALTESTOGD.3075803,3075803,POINT (16.34720032620354 48.1487840808536),Pfarrgasse,Pfarrgasse,"67A, 66A, 16A, N66",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfarrgasse!start|1,
OEFFHALTESTOGD.3075804,3075804,POINT (16.34720032620354 48.1487840808536),Pfarrgasse,Pfarrgasse,"67A, 66A, 16A, N66",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfarrgasse!start|1,
OEFFHALTESTOGD.3075805,3075805,POINT (16.34720032620354 48.1487840808536),Pfarrgasse,Pfarrgasse,"67A, 66A, 16A, N66",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfarrgasse!start|1,
OEFFHALTESTOGD.3075806,3075806,POINT (16.347595526520095 48.14967118115261),Pfarrgasse,Pfarrgasse,"67A, 66A, N66",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfarrgasse!start|1,
OEFFHALTESTOGD.3075807,3075807,POINT (16.347595526520095 48.14967118115261),Pfarrgasse,Pfarrgasse,"67A, 66A, N66",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfarrgasse!start|1,
OEFFHALTESTOGD.3075808,3075808,POINT (16.347595526520095 48.14967118115261),Pfarrgasse,Pfarrgasse,"67A, 66A, N66",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfarrgasse!start|1,
OEFFHALTESTOGD.3075809,3075809,POINT (16.313423625584882 48.207672880964296),Pfenninggeldgasse,Pfenninggeldgasse,48A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfenninggeldgasse!start|1,
OEFFHALTESTOGD.3075810,3075810,POINT (16.31455552599225 48.20688858156964),Pfenninggeldgasse,Pfenninggeldgasse,12A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Pfenninggeldgasse!start|1,
OEFFHALTESTOGD.3075811,3075811,POINT (16.287273725869053 48.19688968180393),Seckendorfstraße,Seckendorfstraße,N49,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Seckendorfstraße!start|1,
OEFFHALTESTOGD.3075812,3075812,POINT (16.287273725869053 48.19688968180393),Seckendorfstraße,Seckendorfstraße,N49,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Seckendorfstraße!start|1,
OEFFHALTESTOGD.3075813,3075813,POINT (16.287453325918165 48.19688968154927),Seckendorfstraße,Seckendorfstraße,49,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Seckendorfstraße!start|1,
OEFFHALTESTOGD.3075814,3075814,POINT (16.286644826558472 48.19694958116922),Seckendorfstraße,Seckendorfstraße,47A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Seckendorfstraße!start|1,
OEFFHALTESTOGD.3075815,3075815,POINT (16.286725725801695 48.196853781319575),Seckendorfstraße,Seckendorfstraße,N49,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Seckendorfstraße!start|1,
OEFFHALTESTOGD.3075816,3075816,POINT (16.286725725801695 48.196853781319575),Seckendorfstraße,Seckendorfstraße,N49,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Seckendorfstraße!start|1,
OEFFHALTESTOGD.3075817,3075817,POINT (16.28678862561274 48.19684178167632),Seckendorfstraße,Seckendorfstraße,49,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Seckendorfstraße!start|1,
OEFFHALTESTOGD.3075818,3075818,POINT (16.331919926096383 48.17516088147225),Meidling,Meidling,"N8, 59A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Meidling!start|1,
OEFFHALTESTOGD.3075819,3075819,POINT (16.331919926096383 48.17516088147225),Meidling,Meidling,"N8, 59A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Meidling!start|1,
OEFFHALTESTOGD.3075820,3075820,POINT (16.331919926096383 48.17516088147225),Meidling,Meidling,"N8, 59A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Meidling!start|1,
OEFFHALTESTOGD.3075821,3075821,POINT (16.331111525379097 48.17445398138297),Meidling,Meidling,"WLB, 62",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Meidling!start|1,
OEFFHALTESTOGD.3075822,3075822,POINT (16.33202772541651 48.17463378158828),Meidling,Meidling,"62A, 8A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Meidling!start|1,
OEFFHALTESTOGD.3075823,3075823,POINT (16.330752126441748 48.17445998162095),Meidling,Meidling,"WLB, 62",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Meidling!start|1,
OEFFHALTESTOGD.3075824,3075824,POINT (16.33121932621562 48.174657680973795),Meidling,Meidling,"N8, 62A, 9A, 59A, 8A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Meidling!start|1,
OEFFHALTESTOGD.3075825,3075825,POINT (16.33121932621562 48.174657680973795),Meidling,Meidling,"N8, 62A, 9A, 59A, 8A",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Meidling!start|1,
OEFFHALTESTOGD.3075826,3075826,POINT (16.33121932621562 48.174657680973795),Meidling,Meidling,"N8, 62A, 9A, 59A, 8A",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Meidling!start|1,
OEFFHALTESTOGD.3075827,3075827,POINT (16.381686626141423 48.18240288144661),Alfred-Adler-Straße,Alfred-Adler-Straße,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Alfred-Adler-Straße!start|1,
OEFFHALTESTOGD.3075828,3075828,POINT (16.381515925311625 48.1825765809448),Alfred-Adler-Straße,Alfred-Adler-Straße,69A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Alfred-Adler-Straße!start|1,
OEFFHALTESTOGD.3075829,3075829,POINT (16.38158782540721 48.18206148151245),Alfred-Adler-Straße,Alfred-Adler-Straße,D,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Alfred-Adler-Straße!start|1,
OEFFHALTESTOGD.3075830,3075830,POINT (16.381515925323562 48.18204948143314),Alfred-Adler-Straße,Alfred-Adler-Straße,D,,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Alfred-Adler-Straße!start|1,
OEFFHALTESTOGD.3075831,3075831,POINT (16.351377426198187 48.206547280875135),Piaristengasse,Piaristengasse,"13A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Piaristengasse!start|1,
OEFFHALTESTOGD.3076479,3076479,POINT (16.4615199262619 48.25737988072976),Lieblgasse,Lieblgasse,N25,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Lieblgasse!start|1,
OEFFHALTESTOGD.3076480,3076480,POINT (16.4615199262619 48.25737988072976),Lieblgasse,Lieblgasse,N25,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Lieblgasse!start|1,
OEFFHALTESTOGD.3076481,3076481,POINT (16.461987026057663 48.25815738082697),Lieblgasse,Lieblgasse,27A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Lieblgasse!start|1,
OEFFHALTESTOGD.3076482,3076482,POINT (16.276628626243912 48.19199738177734),Ober St. Veit,Ober St. Veit,"N54, 54A, 47A, 54B",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ober%20St.%20Veit!start|1,
OEFFHALTESTOGD.3076483,3076483,POINT (16.276628626243912 48.19199738177734),Ober St. Veit,Ober St. Veit,"N54, 54A, 47A, 54B",,13,https://anachb.vor.at#P|SQ!evaId|Wien%20Ober%20St.%20Veit!start|1,
OEFFHALTESTOGD.3076484,3076484,POINT (16.276628626243912 48.19199738177734),Ober St. Veit,Ober St. Veit,"N54, 54A, 47A, 54B",,12,https://anachb.vor.at#P|SQ!evaId|Wien%20Ober%20St.%20Veit!start|1,
OEFFHALTESTOGD.3076485,3076485,POINT (16.43996932616868 48.17629908080911),Oriongasse,Oriongasse,"76B, 76A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Oriongasse!start|1,
OEFFHALTESTOGD.3076486,3076486,POINT (16.489938050395136 48.15865442744423),Mannswörther Straße,Mannswörther Straße,"76B, 279, 76A",,3,https://anachb.vor.at#P|SQ!evaId|Wien%20Mannswörther%20Straße!start|1,
OEFFHALTESTOGD.3076487,3076487,POINT (16.489897726117675 48.15865448139344),Mannswörther Straße,Mannswörther Straße,"76B, 279, 76A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Mannswörther%20Straße!start|1,
OEFFHALTESTOGD.3076488,3076488,POINT (16.342654825836085 48.18886528141466),Margaretengürtel,Margaretengürtel,N60,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretengürtel!start|1,
OEFFHALTESTOGD.3076489,3076489,POINT (16.342654825836085 48.18886528141466),Margaretengürtel,Margaretengürtel,N60,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretengürtel!start|1,
OEFFHALTESTOGD.3076490,3076490,POINT (16.342241626370303 48.18829028105584),Margaretengürtel,Margaretengürtel,"6, 18",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretengürtel!start|1,
OEFFHALTESTOGD.3076491,3076491,POINT (16.341711625990992 48.18832628100415),Margaretengürtel,Margaretengürtel,"6, 18",,1,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretengürtel!start|1,
OEFFHALTESTOGD.3076492,3076492,POINT (16.488083126692924 48.23342698102315),Ostbahnbegleitstraße,Ostbahnbegleitstraße,97A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ostbahnbegleitstraße!start|1,
OEFFHALTESTOGD.3076493,3076493,POINT (16.48810102592413 48.23335518097172),Ostbahnbegleitstraße,Ostbahnbegleitstraße,97A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Ostbahnbegleitstraße!start|1,
OEFFHALTESTOGD.3076494,3076494,POINT (16.356794326562436 48.191979381537756),Margaretenplatz/Schönbrunner Straße,Margaretenplatz/Schönbrunner Straße,N71,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretenplatz/Schönbrunner%20Straße!start|1,
OEFFHALTESTOGD.3076495,3076495,POINT (16.356794326562436 48.191979381537756),Margaretenplatz/Schönbrunner Straße,Margaretenplatz/Schönbrunner Straße,N71,,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretenplatz/Schönbrunner%20Straße!start|1,
OEFFHALTESTOGD.3076496,3076496,POINT (16.356794326562436 48.191979381537756),Margaretenplatz/Schönbrunner Straße,Margaretenplatz/Schönbrunner Straße,N71,,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretenplatz/Schönbrunner%20Straße!start|1,
OEFFHALTESTOGD.3076497,3076497,POINT (16.356740426302284 48.191895581359),Margaretenplatz/Schönbrunner Straße,Margaretenplatz/Schönbrunner Straße,12A,,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretenplatz/Schönbrunner%20Straße!start|1,
OEFFHALTESTOGD.3076498,3076498,POINT (16.356641626366432 48.192170981193975),Margaretenplatz/Schönbrunner Straße,Margaretenplatz/Schönbrunner Straße,"59A, N71",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretenplatz/Schönbrunner%20Straße!start|1,
OEFFHALTESTOGD.3076499,3076499,POINT (16.356641626366432 48.192170981193975),Margaretenplatz/Schönbrunner Straße,Margaretenplatz/Schönbrunner Straße,"59A, N71",,11,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretenplatz/Schönbrunner%20Straße!start|1,
OEFFHALTESTOGD.3076500,3076500,POINT (16.356641626366432 48.192170981193975),Margaretenplatz/Schönbrunner Straße,Margaretenplatz/Schönbrunner Straße,"59A, N71",,10,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretenplatz/Schönbrunner%20Straße!start|1,
OEFFHALTESTOGD.3076501,3076501,POINT (16.357809426462907 48.19106908079736),Margaretenplatz,Margaretenplatz,"12A, 59A",,2,https://anachb.vor.at#P|SQ!evaId|Wien%20Margaretenplatz!start|1,
